class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,26108,,2130706432,100,0,0,0,0,0,0,208,116728,1101818,481828,36184,580,746980,0,0,0,0,0,1723826,1562584,201958,116822,0,0,0,0,112,36,0,0,0,0,0,5656,884536,702794,144360,0,1178,496,838,956,108564,1624990,322,2,0,0,613142,341662,170716,167450,156836,151260,135576,704,0,0,1926220,0,230,178,12,746980,18508,114478,86912,128960,,,,,,,,69180,26107.29,1926220,1926220,1928238,8551,678,67802,710000,1737346,1209600,53500,0,46,0,1419675.84,0,315902.4,0,542,0,0,0,5386,304606,825490,511746,82606,6920,592,0,4,1926220,,2988,384,2026,172600,97730,1232274,226704,2640,0,0,150,140,1429406,163674,0,9368,0,200,1433864,1426,180,0,0,0,0,0,0,0,0,12066,18992,7560,0,0,45210,8736,4288060,429094,0,0,0,0,406150,742.32,916,329258,259534,209392,99742,198258,210306,120072,120184,177466,13134,0,0
neg,39450,,2130706432,242,0,0,0,0,0,0,144616,1005358,1546798,277958,13980,1330,1286662,0,0,0,2334,4226,2758896,2397584,487150,264170,0,0,0,0,446,106,0,0,0,0,0,20796,1516174,809428,643642,0,3726,1084,1266,146252,2101236,735960,516,0,0,0,1150772,640878,270166,202402,162544,161038,246726,155514,0,0,3249520,0,186,604,62,1286662,33682,246276,239428,213560,189960,,,,,,,73660,39449.73,3249520,3249520,3261964,13762,44790,76276,819000,2990040,1209600,119444,2,150,0,2525839.68,0,458524.8,0,0,0,0,10100,294192,1069362,1113142,430300,58420,12694,1830,546,586,3249520,,8298,1108,18774,297766,134040,1800996,705702,23352,4,0,484,300,2234404,73456,6938,87240,0,40,2563130,3868,462,0,0,0,0,0,0,0,0,21094,63760,16786,0,0,78880,11960,8916120,1013900,0,0,0,0,1418050,2040.14,2310,503988,649944,514840,212218,387540,345424,198282,89942,83662,4200,0,0
neg,8570,0,528,314,0,0,0,0,74964,365480,140178,109264,54318,8106,0,0,236928,14924,0,0,148798,231226,488640,539192,290212,50048,4,0,0,0,486,414,0,0,0,0,0,0,0,8512,645838,97960,8676,84,144,264,3908,439948,79516,219766,4,0,388394,248610,43538,23520,14624,9478,7492,10464,4112,2078,928124,108,80,744,56,236928,9550,132272,156306,,,,,,,,,286660,8569.75,928124,928124,927864,3382,106,90932,924320,752906,1209600,19520,20,44,0,457835.52,0,286017.6,16,180,30602,311498,218328,90808,66368,30386,3880,346,90,4,414,496,928124,486,8670,128,17502,121140,99086,483974,21476,334,0,0,370,566,453458,150048,0,1746,0,0,468206,650,320,0,0,0,0,0,0,0,0,8802,516,104,533606,102448,14550,3644,15980,1778,540666,1384,0,0,0,1243.6,624,299362,93664,43812,14472,23576,33994,74616,168354,460,0,0,0
neg,630388,,856,334,0,0,0,0,0,681846,6623768,7813970,2622546,363786,4976,0,16637114,0,0,0,967974,1313454,30578768,28699214,7638676,2189488,36,0,0,0,3840,1024,0,0,0,0,0,11334,244174,8537156,9318228,0,9698,3246,5498,11014,2084006,15997386,42,2,0,0,2749208,7435096,3032380,1496096,819028,539412,463710,650002,457094,468866,39191708,30152,24832,104342,0,16637114,435608,5790318,1826200,253520,235900,270320,270160,218180,237420,231000,251040,83540,630387.17,39191708,39191708,20776760,91293,94640,17876,419400,18110892,1209600,743122,0,138,0,31383734.4,493188.48,2272068.48,4,2948,0,107520,3598826,8212144,4406990,1558978,187358,32952,5934,190,3422,6446,39191708,,13408,2714,321372,513822,747478,14963446,1445974,102630,48,0,298,1378,16357682,8505478,0,1328,0,0,16751754,19304,1168,0,0,0,493306,0,0,0,0,218120,133966,49302,54270538,8284180,831942,123878,3144980,406604,35555176,133196,0,0,629387130,8171.98,6444,1484318,1932418,1467978,666734,1608416,3737272,2918538,4260976,34242,0,0,0
neg,42516,,2130706432,1088,0,0,0,0,0,0,12556,743012,1648744,450196,40988,1760,1383190,0,0,0,0,0,2538436,2169608,427344,328072,0,0,1802,0,5632,588,0,0,0,0,0,170280,1731506,460798,534672,0,1836,1160,990,1150,42744,2847982,1394,0,0,0,757502,730908,211314,161316,135728,128238,236260,534974,1016,0,2966180,334,74,128,10,1383190,44618,212688,213982,179660,164500,,,,,,,79200,42515.15,2966180,2966180,2976990,23814,44,51744,542680,2897256,1209600,126852,2,26,0,2615491.2,0,280180.8,0,658,0,0,0,128156,967438,1388058,379366,27874,5600,764,24,32,2966180,,3562,488,62618,137942,104384,1599686,966820,21634,118,4,1570,1652,2588234,62536,0,19048,0,14,2629852,1562,314,0,0,0,0,0,0,0,0,27002,40632,14778,0,0,99012,14620,6873660,688912,2113156,6324,0,0,12515160,764.42,962,296376,732408,502206,231506,360724,227406,176116,123336,237922,9256,0,0
neg,30550,,0,,0,0,0,0,0,0,1250,509800,1321176,138616,0,0,963388,0,0,0,0,0,1837850,1708004,282252,95326,0,0,0,0,0,0,0,0,0,0,0,0,245010,248006,1477826,0,3336,1218,1692,3830,772292,1188464,8,2,0,0,849786,496432,197364,117422,79640,94914,124358,10926,0,0,2120546,0,40,528,354,963388,23710,160170,121136,170100,1310700,1310700,1310700,1310700,1310700,1310700,1310700,107880,30549.64,2120546,2120546,2101304,9416,180760,88620,906620,1970842,1209600,0,,,,1697809.92,0,269681.28,,,0,0,0,177520,1181098,568302,38496,4688,738,0,,0,2120546,,3280,312,19502,212348,119640,1170036,437792,7920,12,0,,,,,,,,,,1400,108,0,0,0,0,0,0,0,0,9730,15962,3554,0,0,62360,14494,3185180,496496,0,0,0,0,549690,,,289564,280038,193554,117000,309030,354384,409338,12820,5112,2,0,0
neg,54396,,750,642,0,0,0,0,0,0,13718,865756,2407966,754042,37388,0,1766970,0,0,0,0,0,3832106,3546378,452962,236404,0,0,0,0,540,1944,0,0,0,0,0,30270,1549764,905926,1592910,0,2410,1394,3530,584442,2994040,493008,46,0,0,0,1733526,745442,387572,294744,301216,524064,92306,0,0,0,4285552,664,286,1652,18,1766970,39484,274894,176700,140440,107440,132220,,,,,,67360,54396.53,4285552,4285552,4270056,23488,14576,62440,649680,4078870,1209600,116284,2,106,0,3027803.52,0,1048560.96,0,0,0,0,0,125080,1329382,1734812,827742,56060,5412,382,2,8,4285552,,4006,492,58734,616022,280878,1981394,1112690,24390,264,0,798,4226,2994450,301800,0,11312,0,16,3063816,2250,302,0,0,0,2,0,0,0,0,19226,47180,9270,0,0,99004,22220,114020,42836,0,0,0,0,8043610,1066.38,1156,1075420,562380,453556,243310,489020,378712,292522,217468,366472,10,0,0
neg,910,,118,,0,0,0,0,0,21158,40404,57684,4966,0,0,0,42022,0,212,,16704,25952,95858,93856,72752,6632,0,0,0,0,120,116,0,0,0,0,0,0,0,200,124012,0,1516,150,218,634,3338,118338,18,0,0,0,71284,46486,4504,790,208,136,106,152,538,8,185464,16,12,62,0,42022,1988,47646,24606,0,0,0,0,0,0,0,0,71520,909.9,185464,185464,,309,172,,184100,,1209600,8134,,,,75866.88,0,46828.8,,,0,9272,35260,70298,7668,1550,132,32,0,0,,18,185464,,1560,60,2420,16204,13280,87124,3564,0,0,0,84,234,67484,5830,0,0,0,32,70650,272,210,,,,,,,,,1614,20,6,38492,10816,5808,1098,3100,418,33696,104,0,0,,,,50380,35998,15760,3518,4474,6198,3052,4832,0,0,0,0
neg,4,0,2,0,0,0,0,0,0,0,2236,4660,2560,0,0,0,3442,0,90,0,434,1288,15596,13070,14524,296,0,0,0,0,18,24,0,0,0,0,0,0,0,2112,7344,0,1480,4,2,16,18,7930,6,0,0,0,7718,486,138,104,206,94,386,216,8,100,30592,0,4,6,0,3442,240,11602,2884,,,,,,,,,14360,3.57,30592,30592,31062,39,46,2894,30360,9500,1209600,436,0,6,0,2655.36,21.12,5420.16,2,16,0,0,2026,4490,1406,1486,48,0,0,0,8,18,30592,0,1454,20,20,14,1880,1660,3520,830,58,0,0,20,2472,190,0,0,0,0,3704,82,78,0,0,90,44,0,0,0,0,226,0,0,450,142,44,20,2500,424,10194,16,0,0,0,89.54,50,6954,2194,108,8,36,26,48,82,0,0,0,0
neg,65802,,2130706432,662,0,0,0,0,0,0,168918,2377194,1481994,98268,6524,0,1731384,1222,0,0,1854,3742,3694654,3287046,609310,350622,0,0,0,0,4088,456,0,0,0,0,0,0,43658,12650,4076590,0,4008,242,404,1176,331406,3788446,7216,0,0,0,1100128,774594,457918,636446,562770,313444,191828,92248,3522,0,4306442,194,902,500,32,1731384,31876,193356,406500,163280,154180,205680,,,,,,76260,65802.72,4306442,4306442,4281804,27334,3022,62942,668220,4132898,1209600,65316,20,152,0,3249660.48,18807.36,857850.24,0,0,0,0,14942,1235138,2264024,557890,49658,10256,990,0,0,6,4306442,,7196,604,78620,610300,155920,1567764,1660092,52220,182,0,882,1346,3028066,548518,0,16128,0,34,3286498,3196,378,0,0,450,18994,0,0,0,0,19688,3088,1128,0,0,62624,10956,8726780,1071970,74158,564,0,0,143560,1156.3,1404,911006,600418,222304,117354,242360,256550,256922,356078,1142212,27694,0,0
neg,30854,,0,,0,0,0,0,0,0,53966,385644,792996,633720,10790,0,921846,0,0,0,946,1422,1746834,1621244,195206,98806,0,0,0,0,0,0,0,0,0,0,0,6298,547506,1234680,88632,0,3612,1740,1546,12858,818966,1028932,9460,2,0,0,750672,294020,161854,120134,94882,88418,110002,200844,47634,8656,1943322,72,68,84,58,921846,17614,96708,98100,136480,1310700,1310700,1310700,1310700,1310700,1310700,1310700,55340,30854.93,1943322,1943322,1931646,12737,27546,71226,730220,1877116,1209600,0,,,,1619101.44,0,254356.8,,,0,0,8228,164164,606798,784312,295164,15540,2846,64,,0,1943322,,2670,324,103246,115574,153196,1373886,125082,3134,4,0,,,,,,,,,,1326,114,0,0,0,0,0,0,0,0,8676,22006,4348,0,0,61588,11132,2552060,412756,0,0,0,0,10659940,,,264926,334110,187882,91810,162598,127728,165258,164972,356300,21532,0,0
neg,1294,,158,134,0,0,0,0,0,0,9634,52804,25980,0,0,0,36766,0,0,0,0,0,82136,74664,13558,4854,0,0,0,0,200,504,0,0,0,0,0,0,51286,8966,28166,0,156,44,64,106,6892,81124,32,0,0,0,30288,46210,9428,2100,256,80,42,14,0,0,95722,2,4,90,0,36766,1084,6624,6904,,,,,,,,,13340,1294.93,95722,95722,98202,270,528,9378,95440,88418,1209600,2224,0,6,0,72696,0,15608.64,0,0,0,0,6414,36738,44710,512,44,0,0,0,0,4,95722,,160,26,54,13226,1886,12444,57852,2676,94,0,168,1386,72676,47686,0,18,0,46,72928,122,48,0,0,0,0,0,0,0,0,456,102,50,0,0,1900,390,1240,274,0,0,0,0,294930,125.42,68,17136,14122,2990,1144,4594,48078,354,0,0,0,0,0
neg,37460,,76,52,0,0,0,0,0,0,1180,267292,2029314,833642,80560,7642,1498924,0,0,0,0,0,2416004,1757478,1011840,543446,0,0,11272,0,1056,166,0,0,0,0,0,0,2320646,248272,650712,0,6596,3262,4756,186764,2418770,599454,28,0,0,0,1637802,502532,194000,158734,141598,136028,190534,258390,12,0,3428780,184,80,298,54,1498924,68432,335192,670794,351600,361940,,,,,,,288360,37459.91,3428780,3428780,3379352,18178,384,91476,999400,3219630,1209600,83398,0,192,0,2403432,41755.2,768233.28,0,0,0,0,0,3448,887762,1822588,465268,34784,5582,198,0,20,3428780,,8810,856,60648,514726,253882,2050530,320844,9274,60,0,94,452,2340252,28978,12,28856,0,0,2450132,4030,292,0,0,110,41820,0,0,0,0,49492,20736,6160,0,0,87482,14790,112540,12842,0,0,0,0,7459960,1889.84,2046,849354,689664,305158,175960,453858,364374,231760,117042,32442,18,0,0
neg,119956,,0,,0,0,0,0,0,15808,508784,4519886,2070314,106732,704,0,3656828,0,0,0,14444,31252,5291228,3518518,2337420,1571736,0,0,0,0,0,0,0,0,0,0,0,107334,4585118,1792874,736902,0,11742,7320,9962,15612,1586134,5578972,12458,14,10,4,2381732,1285384,425354,320006,265420,294902,582518,1276290,385742,4880,7644728,58,82,414,158,3656828,228748,1019266,1309842,258240,365740,414300,425300,398600,381200,1310700,1310700,75920,119956.16,7644728,7644728,7467156,56869,526062,15070,367160,7222228,1209600,0,,,,6586295.04,0,627803.52,,,0,3266,100880,2326082,3581936,995084,128420,62296,23912,352,,0,7644728,,7808,1284,271006,370942,528110,5236830,796542,9698,8,0,,,,,,,,,,4586,966,0,0,0,0,0,0,0,0,194980,107140,22072,0,0,290612,45412,4912800,1158358,0,0,0,0,7305220,,,664780,1346542,995502,446812,837012,715168,713398,577868,891796,33350,0,0
neg,43928,,2130706432,232,0,0,0,0,0,0,146888,1454088,901772,262972,15522,1364,1159254,0,0,0,0,0,2348018,1852346,836486,449906,0,0,0,0,726,244,0,0,0,0,0,222096,2099880,459942,688,0,1920,796,980,1284,67496,2710032,98,0,0,0,648176,807974,264266,194882,153248,130848,195044,383600,4568,0,3184894,14,64,426,22,1159254,46036,591022,244862,300300,352100,,,,,,,179680,43927.43,3184894,3184894,3187974,21264,1572,73164,760920,2782606,1209600,118682,2,56,0,2589301.44,0,190803.84,0,406,0,0,2436,631178,1296678,663368,168872,15082,4640,352,8,14,3184894,,4228,584,66514,109602,66308,1804076,706900,24300,94,0,434,582,2588846,10828,0,11274,0,28,2607838,1838,164,0,0,0,0,0,0,0,0,26762,38708,20448,0,0,77350,20318,6945560,721984,1491744,1942,0,0,3927460,1185.04,1246,209002,549210,429516,214708,477808,474762,323028,70652,33906,14,0,0
neg,61448,,228,182,0,0,0,0,0,0,240664,1609030,1676168,193512,10404,54,1701646,0,0,0,1492,4022,3229774,2715646,692350,438900,0,0,0,0,542,176,0,0,0,0,0,31096,1565880,1662210,470646,0,4330,3452,5376,28704,1771390,1909388,7050,38,50,54,1014672,1072678,348942,251788,207556,188324,209446,421140,15270,16,3924306,58,264,246,6,1701646,54392,364958,324306,181080,221260,237120,,,,,,45560,61448.2,3924306,3924306,3912528,25179,1180,23882,287720,3729832,1209600,97004,0,116,0,3302122.56,0,424006.08,0,0,0,0,20858,630368,1905064,1056540,102448,11800,2644,110,182,188,3924306,,6246,642,41384,251274,120724,1911712,1366976,30570,304,0,382,424,3078358,72668,78,15244,0,0,3335300,2334,360,0,0,0,0,0,0,0,0,28516,46870,9606,0,0,134722,22000,569060,65332,0,0,0,0,1866590,1359.86,1452,455080,539958,426752,217088,514908,547162,462026,254656,302000,10202,0,0
neg,40126,,2130706432,170,0,0,0,0,0,0,1938,152254,1697070,872032,31746,1402,1163328,0,0,0,0,0,2329790,1876514,846508,369616,0,0,0,0,240,46,0,0,0,0,0,4748,126968,1816662,808064,0,2522,1070,1478,2098,52880,2695894,500,0,0,0,1075932,707498,274052,179442,119532,96482,118002,185502,0,0,3176944,92,288,108,28,1163328,40644,501108,339750,305020,310020,,,,,,,223700,40125.36,3176944,3176944,3167668,15398,1188,69964,749940,2756442,1209600,66702,0,20,0,2250469.44,0,500869.44,0,1418,0,0,0,55574,979232,1364768,327326,25932,3514,96,0,6,3176944,,6078,770,120148,305174,129324,1887494,294484,12830,138,2,468,26,1775328,97776,0,60,0,0,1793306,2618,282,0,0,0,0,0,0,0,0,27926,36560,19272,0,0,52656,11504,8318480,837088,0,0,0,0,1500710,1619.2,1668,522538,352096,273106,168222,542730,597164,241108,49086,10364,28,0,0
neg,35740,0,518,470,0,0,0,0,0,0,0,0,0,0,0,0,933410,0,0,0,81148,118158,1797974,1689018,281480,134562,0,0,0,0,236,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161304,1630,1036,7744,4,933410,18688,105588,174800,170040,,,,,,,,106280,35739.9,2161304,2161304,748,0,0,91760,946020,0,1209600,56772,4,60,0,1775631.36,0,240311.04,0,0,0,0,0,0,0,0,0,0,0,0,80,84,2161304,0,0,0,0,0,0,0,0,0,0,0,294,888,1793676,1014310,0,302,0,0,1793944,2416,726,0,0,0,0,0,0,0,0,12358,9844,7772,3098650,340968,44504,7132,4675820,467138,2092372,43766,0,0,1739920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,1836,,266,242,0,0,0,0,0,0,272,69420,38444,1098,0,0,47466,0,0,0,0,0,103938,95270,13900,6330,0,0,0,0,234,86,0,0,0,0,0,13688,78192,4824,12530,0,94,30,46,58,4770,104234,2,0,0,0,34106,48824,14688,6654,2968,912,546,536,0,0,117858,4,22,540,0,47466,1166,7648,6218,,,,,,,,,13660,1836.25,117858,117858,120188,437,0,11608,117600,109234,1209600,3040,0,4,0,97088.64,0,12036.48,0,0,0,0,0,31774,55670,20866,784,140,0,0,0,4,117858,,180,24,4308,5404,3006,58936,35662,1628,86,0,500,258,98178,53304,0,12,0,62,98244,82,48,0,0,0,0,0,0,0,0,526,206,96,0,0,2468,480,320,46,0,0,0,0,836270,64.44,72,13230,12054,9098,5364,12846,50794,4736,548,518,46,0,0
neg,105266,,2130706570,624,0,0,0,0,0,0,38078,1458966,3696532,706746,27096,2702,2717886,0,0,0,0,0,5283054,4604872,799048,625822,0,0,0,0,400,1172,0,0,0,0,0,89182,2375354,2458272,1007312,0,2766,1752,4212,10632,492518,5417556,684,0,0,0,1490796,1604962,704502,553086,408908,291878,298306,576182,1500,0,6082550,124,7518,640,18,2717886,87394,482014,314660,153880,152120,153820,164380,164220,,,,3980,105266.47,6082550,6082550,6106886,42358,95490,120472,27800,5930120,1209600,185256,2,100,0,5411803.2,0,515336.64,28,404,0,0,454,368026,2594458,2547570,387310,27036,5150,116,8898,8920,6082550,,5470,776,225534,275552,193356,4312734,897988,18572,138,0,778,2070,4977840,619182,0,35776,0,24,5436756,2278,768,0,0,0,0,0,0,0,0,42906,83606,43698,0,0,171928,36316,10367960,1749220,0,0,0,0,65578570,1323.88,1494,544790,709904,581182,349006,776036,861048,921864,1087926,98364,0,0,0
neg,30,,2130706434,10,0,0,0,0,0,0,80,168,4804,4022,0,0,3458,0,0,0,0,0,9146,6574,4554,1322,0,0,0,0,0,0,0,0,0,0,0,0,9074,0,0,0,54,16,12,36,1554,7398,4,0,0,0,7490,1250,238,36,36,4,8,12,0,0,13724,0,0,0,0,3458,230,1884,2654,,,,,,,,,4420,30.79,13724,13724,16360,18,10,1282,13560,9074,1209600,782,2,4,0,4782.72,0,4243.2,0,0,0,0,0,710,3642,3524,1090,78,30,0,0,4,13724,,114,6,32,740,612,2466,3524,1444,136,0,10,0,5510,34,0,28,0,14,5684,90,30,0,0,0,0,0,0,0,0,164,0,0,0,0,386,72,15440,1550,0,0,0,0,0,35.44,40,4560,3848,562,90,10,4,0,0,0,0,0,0
neg,648,,22,18,0,0,0,0,0,6996,20096,11024,3990,0,0,0,15688,0,0,0,2692,5034,33316,31354,14014,1494,0,0,0,0,44,22,0,0,0,0,0,0,0,35784,6322,0,96,68,36,58,2340,39508,0,0,0,0,10508,17350,11402,1710,360,134,76,516,46,4,50078,28,30,2,0,15688,494,5968,7502,,,,,,,,,13460,648.21,50078,50078,52006,213,0,4814,49640,42106,1209600,1286,2,8,0,34859.52,7.68,6202.56,0,24,0,3858,7792,25204,3966,1096,180,10,0,0,12,18,50078,,1068,16,838,822,8126,31174,62,0,0,0,26,52,35870,15442,0,0,0,0,35872,94,62,0,0,0,6,0,0,0,0,508,20,4,0,0,812,132,80,8,0,0,0,0,0,59.38,68,7824,5636,2630,1018,2966,15112,1764,5156,0,0,0,0
neg,84832,,372,272,0,0,0,0,0,1058,131402,2264056,2821198,205928,14284,88,1245786,0,0,0,744,1328,2411680,2050262,409306,307468,0,0,0,0,1002,400,0,0,0,0,0,106310,2164686,2045478,1121536,0,18488,7900,10954,410932,3886726,1102854,142,8,0,6,1606074,1435284,506540,345222,241574,177766,173366,894502,57676,4,2822252,260,598,1042,4,1245786,39240,225066,181726,151680,194100,,,,,,,58240,84832.91,2822252,2822252,5777968,39266,1094,36480,397300,5438026,1209600,167468,0,200,0,5032729.92,0,399778.56,0,0,0,0,3380,571644,2389962,2145188,299314,22252,5846,424,128,196,2822252,,9614,1100,84024,173792,172052,3737004,1202550,57130,742,0,628,880,4946316,98768,54,123252,0,0,5081046,3104,176,0,0,0,0,0,0,0,0,20962,64410,18846,0,0,288290,38932,396500,53744,0,0,0,0,7777080,2408.22,2570,436058,868760,750726,481682,2039204,857008,3918,458,196,0,0,0
neg,50520,,0,,0,0,0,0,0,0,566,171050,2081032,1037546,35358,0,1701902,0,0,0,0,0,2859244,2407222,2190218,393186,0,0,0,0,0,0,0,0,0,0,0,47376,1797926,863354,616896,0,8900,3128,4172,534594,2628976,145780,2,0,0,0,1356136,562998,218942,157086,215456,768542,46392,0,0,0,5049766,0,34,808,630,1701902,57994,1881122,304334,556320,455740,508040,557100,,,,,107660,50520.83,5049766,5049766,5040888,22163,117536,17266,206420,3325552,1209600,0,,,,2805817.92,0,517328.64,0,0,0,0,0,8976,334670,1838488,1092432,44474,5668,844,,0,5049766,,3670,444,74298,341320,166498,1652854,1063522,22448,498,0,,,,,,,,,,1528,50,0,0,0,0,0,0,0,0,31636,51868,9382,0,0,99496,15668,3237900,584812,0,0,0,0,2410070,900.64,1006,535514,529968,422204,216958,484180,377580,278732,189226,290060,1130,0,0
neg,15194,,526,406,0,0,0,0,0,0,688,89018,787782,476870,63972,0,548824,0,0,0,0,0,1244020,1047780,349160,162008,0,0,0,0,240,238,0,0,0,0,0,0,1342212,75172,946,0,7378,4410,3528,14080,732186,656490,258,0,0,0,865056,242222,110224,73128,50848,31272,27596,17984,0,0,1593548,10,222,92,28,548824,17158,152578,195430,259900,,,,,,,,85620,15194.71,1593548,1593548,1591954,5434,1262,35732,379680,1418330,1209600,42640,4,156,0,992072.64,0,424078.08,0,0,0,0,0,5268,383742,737842,270742,18736,1956,44,0,6,1593548,,3422,306,3764,307616,92214,716536,280296,13912,264,0,454,346,1029366,54422,0,10412,0,0,1033572,1946,164,0,0,0,0,0,0,0,0,10056,8254,2534,0,0,46072,7350,10020,2128,0,0,0,0,0,878.32,744,444756,249472,138164,108650,280666,179234,15742,1596,50,0,0,0
neg,105082,,780,494,54,288,0,0,2190,558092,1557246,2610120,1092424,188010,11366,152,1999374,0,0,0,2544,8400,3835538,3404500,2332444,380656,0,0,0,0,1146,1460,0,0,0,0,0,0,29438,1732566,4257596,0,12682,8956,14152,22734,111618,5849408,50,0,0,0,1111832,2323220,1225550,506118,235368,139490,185598,279774,12646,4,6170542,88,218,6922,6,1999374,48050,2007304,324494,441720,442000,464240,445080,493620,,,,42460,105081.98,6170542,6170542,8912226,34497,1188,10004,119240,6019600,1209600,156368,0,308,0,5377749.12,0,635894.4,38,2824,0,162752,1217146,2326620,1600614,590998,99334,18514,3520,102,694,870,6170542,,12616,2008,171750,316856,183266,1484016,3744252,104638,198,0,480,2730,5370516,3427404,0,110,0,0,5401244,6190,1920,0,0,0,0,0,0,0,0,22682,12456,2668,11542744,1544042,126096,24548,4160,4152,8635532,27008,4,388,10982690,3945.04,3710,670194,804984,554476,215802,631554,373220,698074,2056086,15210,0,2,0
neg,40822,,0,,0,0,0,0,0,0,7676,612344,3009486,1314894,64316,0,2198286,0,0,0,0,0,4139906,3516722,1060882,525688,0,0,0,0,0,0,0,0,0,0,0,261804,1148402,1139908,2458602,0,3410,1086,3692,361102,2917702,1721516,200,8,0,0,3332014,617172,254874,162210,182424,456208,3814,0,0,0,5201860,0,44,836,432,2198286,80824,290558,765400,308380,208980,204340,238000,,,,,90420,40821.61,5201860,5201860,5170090,18229,56326,28320,351940,5008716,1209600,0,,,,2934964.8,0,2069111.04,0,0,0,0,0,44574,1249576,2595172,1017284,91788,9580,742,,0,5201860,,7826,1048,102378,1611524,501098,2214934,553508,16106,294,0,,,,,,,,,,6952,90,0,0,0,0,0,0,0,0,41214,31594,6028,0,0,113980,18952,5803660,722300,0,0,0,0,821670,2218.04,2318,2117288,991882,500328,295582,577452,464014,45322,11320,5524,4,0,0
pos,606086,0,220,146,0,0,798,61762,392400,2719408,6551090,6049458,1427404,234024,43544,4454,17758898,193192,0,0,2691798,3618702,34072212,33042270,6691358,3062926,0,0,8682,0,714,202,0,0,0,0,0,0,180130,2850390,14453796,26,40182,20526,26692,40788,217452,13354824,1751984,2031894,0,0,5754246,3573986,2518972,1558606,1020532,706716,512642,411626,219738,1207278,43458702,5972,5536,5122,0,17758898,452542,1929502,4752602,172800,163560,166800,192620,163960,260880,331860,254460,123480,606086.94,43458702,43458702,43190524,102907,752,81276,1086260,42728058,1209600,153372,0,36,0,,,,528,2834,272636,424462,1612910,2201888,3813104,3400612,2788346,2035932,856554,77898,70,72,43458702,0,15922,2508,487152,1797774,765142,13075576,1310344,29776,148,0,352,358,7104930,2416350,0,4280,0,0,7156966,5196,1386,0,0,0,8824,0,0,0,0,278292,56070,11304,11060720,1746378,228438,32254,12720,3020,5754376,37188,0,0,29373010,5416.52,4882,3041822,1617916,1072120,658482,1644064,2244688,5581080,1604440,19730,0,0,0
neg,31218,,0,,0,0,0,0,0,0,988,64108,1574448,781040,28488,0,1175698,0,0,0,0,0,2205220,1957808,465862,185372,0,0,0,0,0,0,0,0,0,0,0,0,782094,1665356,1622,0,5110,2688,3258,4918,1642648,790434,16,0,0,0,1211946,309232,144974,105762,84922,80100,133348,296440,80602,1746,2672014,46,292,88,120,1175698,33290,246136,217658,156160,268300,,,,,,,33600,31218.08,2672014,2672014,2634920,15383,29582,20584,244200,2449072,1209600,0,,,,2058255.36,0,386253.12,,,0,0,0,10762,855306,1224740,336862,19120,2282,0,,0,2672014,,5094,612,135238,176680,388956,1629148,109968,3368,8,0,,,,,,,,,,2730,392,0,0,0,0,0,0,0,0,18610,34408,7354,0,0,89494,12036,4718220,636032,0,0,0,0,30217930,,,406734,774788,222022,99386,203340,215730,170112,129034,225360,2566,0,0
